citoyen_id,nom,prenom,date_naissance,email,telephone,adresse,code_postal,ville,arrondissement
1375,Fournier,Marc,1988-07-30,marc.fournier@outlook.com,0720846729,250 Boulevard National,13014,Marseille,16e
1376,Garcia,Lea,1967-05-17,lea.garcia@ville-marseille.fr,0682225018,221 Boulevard National,13012,Marseille,3e
1377,Garcia,Lea,2005-06-06,lea.garcia@outlook.com,0739420122,104 Boulevard Baille,13010,Marseille,15e
1378,Lefevre,Julie,1947-10-28,julie.lefevre@ville-marseille.fr,0727026604,146 Boulevard Baille,13001,Marseille,1e
1379,Fournier,Antoine,1944-09-20,antoine.fournier@gmail.com,0740039101,93 Rue Saint-Ferréol,13007,Marseille,6e
1380,Moreau,Julie,1973-04-05,julie.moreau@yahoo.fr,0711936006,138 Boulevard Baille,13005,Marseille,6e
1381,Ahmed,Sophie,1952-11-17,sophie.ahmed@yahoo.fr,0716076264,125 Rue de la République,13011,Marseille,13e
1382,Royer,Marc,1987-03-01,marc.royer@ville-marseille.fr,0634617623,3 Rue de la République,13011,Marseille,8e
1383,Moreau,Clara,1957-10-13,clara.moreau@gmail.com,0742316544,30 Rue de la République,13009,Marseille,10e
1384,Royer,Clara,1957-08-22,clara.royer@yahoo.fr,0760634942,46 Rue d'Aubagne,13016,Marseille,13e
1385,Fournier,Thomas,1964-11-21,thomas.fournier@yahoo.fr,0688701799,208 Avenue du Prado,13016,Marseille,11e
1386,Dubois,Marc,1966-11-23,marc.dubois@ville-marseille.fr,0744172345,11 Boulevard Baille,13010,Marseille,8e
1387,Lambert,Marine,1970-01-28,marine.lambert@gmail.com,0654853626,129 Rue Saint-Ferréol,13009,Marseille,15e
1388,Lefevre,Thomas,2001-09-28,thomas.lefevre@gmail.com,0609538557,45 Rue Paradis,13014,Marseille,9e
1389,Dubois,Karim,1948-03-13,karim.dubois@gmail.com,0693781460,186 Rue de Lodi,13008,Marseille,11e
1390,Benali,Sarah,1998-02-03,sarah.benali@ville-marseille.fr,0743706618,106 Avenue du Prado,13010,Marseille,8e
1391,Fournier,Hugo,1998-06-24,hugo.fournier@ville-marseille.fr,0663681541,225 Rue Saint-Ferréol,13009,Marseille,14e
1392,Fournier,Camille,1986-06-06,camille.fournier@ville-marseille.fr,0729108450,147 Rue de la République,13002,Marseille,5e
1393,Petit,Hugo,1990-06-05,hugo.petit@ville-marseille.fr,0705033746,6 Rue de Lodi,13008,Marseille,12e
1394,Moreau,Julie,1942-06-05,julie.moreau@ville-marseille.fr,0718222667,124 Rue d'Aubagne,13007,Marseille,1e
1395,Lambert,Karim,1947-04-17,karim.lambert@yahoo.fr,0685906739,5 Rue de Rome,13015,Marseille,14e
1396,Moreau,Marine,1967-05-02,marine.moreau@gmail.com,0750492217,179 Rue de Rome,13016,Marseille,13e
1397,Lefevre,Thomas,1998-02-15,thomas.lefevre@gmail.com,0763201629,109 Avenue du Prado,13013,Marseille,15e
1398,Benali,Sophie,1957-03-12,sophie.benali@ville-marseille.fr,0682653371,149 Boulevard Baille,13003,Marseille,6e
1399,Royer,Hugo,1940-07-18,hugo.royer@ville-marseille.fr,0720398313,109 Rue de Lodi,13009,Marseille,6e
1400,Lefevre,Antoine,2001-08-22,antoine.lefevre@yahoo.fr,0770692195,154 Rue de la République,13004,Marseille,10e
1401,Moreau,Hugo,1940-03-06,hugo.moreau@outlook.com,0730217816,67 Rue de Rome,13006,Marseille,9e
1402,Ahmed,Emma,1940-07-01,emma.ahmed@gmail.com,0789016492,163 Rue Saint-Ferréol,13009,Marseille,8e
1403,Garcia,Nicolas,1940-02-18,nicolas.garcia@ville-marseille.fr,0692640703,241 Rue d'Aubagne,13002,Marseille,4e
1404,Ahmed,Sophie,1996-06-09,sophie.ahmed@outlook.com,0728296824,9 Rue de Rome,13003,Marseille,15e
1405,Fournier,Sarah,1987-03-29,sarah.fournier@outlook.com,0792741168,193 Rue de la République,13001,Marseille,15e
1406,Rossi,Sophie,1993-02-20,sophie.rossi@ville-marseille.fr,0762080820,185 Rue Saint-Ferréol,13004,Marseille,6e
1407,Gonzalez,Julie,1950-10-08,julie.gonzalez@yahoo.fr,0743596245,15 Boulevard Baille,13014,Marseille,7e
1408,Martin,Emma,1947-04-15,emma.martin@outlook.com,0736909123,3 Rue de Lodi,13005,Marseille,10e
1409,Garcia,Hugo,1962-04-22,hugo.garcia@ville-marseille.fr,0639670243,47 Rue de Rome,13009,Marseille,15e
1410,Garcia,Rachid,1951-12-05,rachid.garcia@ville-marseille.fr,0781875403,11 Boulevard National,13012,Marseille,8e
1411,Fournier,Rachid,2002-12-13,rachid.fournier@yahoo.fr,0773854662,216 Rue de Rome,13005,Marseille,4e
1412,Dubois,Marc,1960-09-15,marc.dubois@ville-marseille.fr,0791259497,10 Rue Saint-Ferréol,13013,Marseille,15e
1413,Dubois,Lea,1944-07-12,lea.dubois@outlook.com,0799206661,48 Rue de Rome,13013,Marseille,6e
1414,Gonzalez,Hugo,1992-05-04,hugo.gonzalez@outlook.com,0635876887,46 Rue Paradis,13012,Marseille,13e
1415,Benali,Emma,1994-10-22,emma.benali@gmail.com,0648208493,96 Rue Saint-Ferréol,13001,Marseille,10e
1416,Garcia,Clara,1957-12-15,clara.garcia@outlook.com,0700014407,136 Rue Paradis,13003,Marseille,5e
1417,Dubois,Rachid,1995-05-07,rachid.dubois@yahoo.fr,0634103897,245 Rue de Lodi,13008,Marseille,2e
1418,Dubois,Antoine,1997-01-07,antoine.dubois@yahoo.fr,0742240592,121 Boulevard Baille,13002,Marseille,14e
1419,Ahmed,Thomas,1956-05-21,thomas.ahmed@ville-marseille.fr,0791948962,87 Rue Paradis,13001,Marseille,16e
1420,Petit,Thomas,1973-03-12,thomas.petit@ville-marseille.fr,0730796618,137 Boulevard Baille,13001,Marseille,3e
1421,Gonzalez,Marine,1969-11-22,marine.gonzalez@outlook.com,0774125313,40 Rue de Lodi,13001,Marseille,10e
1422,Petit,Emma,1995-07-03,emma.petit@gmail.com,0777321750,218 Rue Saint-Ferréol,13004,Marseille,1e
1423,Rossi,Julie,1947-09-24,julie.rossi@yahoo.fr,0693873370,196 Boulevard Baille,13002,Marseille,5e
1424,Lefevre,Marc,2005-08-25,marc.lefevre@ville-marseille.fr,0789047607,208 Rue de Lodi,13010,Marseille,9e
1425,Fournier,Marine,1951-07-18,marine.fournier@ville-marseille.fr,0719170851,81 Avenue du Prado,13001,Marseille,16e
1426,Royer,Emma,1961-06-07,emma.royer@yahoo.fr,0763409185,43 Rue de Rome,13012,Marseille,3e
1427,Garcia,Sophie,1971-01-26,sophie.garcia@ville-marseille.fr,0749653916,190 Avenue du Prado,13004,Marseille,11e
1428,Petit,Thomas,1984-02-17,thomas.petit@outlook.com,0645418403,1 Rue de la République,13010,Marseille,1e
1429,Dubois,Youssef,1947-04-22,youssef.dubois@outlook.com,0638588640,7 Rue Paradis,13013,Marseille,13e
1430,Ahmed,Hugo,1988-06-27,hugo.ahmed@yahoo.fr,0664693335,39 Rue Saint-Ferréol,13011,Marseille,6e
1431,Dubois,Marine,1957-12-13,marine.dubois@yahoo.fr,0688067089,239 Rue Paradis,13015,Marseille,10e
1432,Martin,Emma,1993-07-09,emma.martin@outlook.com,0613266115,11 Avenue du Prado,13003,Marseille,10e
1433,Ahmed,Karim,1970-05-15,karim.ahmed@outlook.com,0611960472,13 Boulevard National,13006,Marseille,13e
1434,Martin,Youssef,1968-02-17,youssef.martin@ville-marseille.fr,0754470823,154 Rue d'Aubagne,13001,Marseille,16e
1435,Benali,Nicolas,1945-09-12,nicolas.benali@yahoo.fr,0776626235,100 Avenue du Prado,13011,Marseille,8e
1436,Martin,Rachid,1972-08-04,rachid.martin@gmail.com,0702578703,250 Rue de la République,13005,Marseille,13e
1437,Ahmed,Rachid,1976-01-01,rachid.ahmed@gmail.com,0763605028,85 Rue de la République,13013,Marseille,8e
1438,Petit,Nicolas,1996-10-24,nicolas.petit@outlook.com,0691203025,69 Rue de la République,13004,Marseille,1e
1439,Martin,Youssef,1994-07-29,youssef.martin@yahoo.fr,0795319260,87 Boulevard Baille,13007,Marseille,15e
1440,Gonzalez,Thomas,2004-04-15,thomas.gonzalez@yahoo.fr,0745449205,111 Rue de la République,13005,Marseille,15e
1441,Royer,Sarah,1989-12-15,sarah.royer@gmail.com,0680818965,73 Rue de Lodi,13011,Marseille,8e
1442,Ahmed,Camille,1958-12-17,camille.ahmed@ville-marseille.fr,0629521797,227 Rue de Lodi,13011,Marseille,13e
1443,Garcia,Thomas,2002-09-30,thomas.garcia@gmail.com,0724860704,98 Rue de la République,13008,Marseille,14e
1444,Fournier,Hugo,1997-06-12,hugo.fournier@outlook.com,0651585015,194 Rue Saint-Ferréol,13013,Marseille,1e
1445,Petit,Marc,1940-05-23,marc.petit@ville-marseille.fr,0656058790,113 Rue Paradis,13003,Marseille,14e
1446,Dubois,Camille,1956-01-30,camille.dubois@yahoo.fr,0779406453,78 Avenue du Prado,13007,Marseille,8e
1447,Petit,Clara,1968-09-11,clara.petit@gmail.com,0689866469,150 Rue de la République,13011,Marseille,15e
1448,Rossi,Marc,1969-08-12,marc.rossi@yahoo.fr,0748768057,227 Avenue du Prado,13008,Marseille,7e
1449,Lambert,Thomas,1956-08-30,thomas.lambert@yahoo.fr,0601922095,191 Rue d'Aubagne,13016,Marseille,3e
1450,Benali,Marine,1961-09-13,marine.benali@outlook.com,0696440282,49 Boulevard Baille,13016,Marseille,7e
1451,Moreau,Antoine,1954-09-13,antoine.moreau@yahoo.fr,0677392385,240 Rue d'Aubagne,13013,Marseille,6e
1452,Martin,Youssef,1952-04-05,youssef.martin@yahoo.fr,0616933284,176 Boulevard Baille,13001,Marseille,4e
1453,Dubois,Sarah,1959-01-21,sarah.dubois@ville-marseille.fr,0751545260,127 Avenue du Prado,13005,Marseille,1e
1454,Garcia,Hugo,1979-02-25,hugo.garcia@gmail.com,0606433226,177 Avenue du Prado,13007,Marseille,8e
1455,Dubois,Youssef,1984-03-16,youssef.dubois@gmail.com,0780664707,120 Rue d'Aubagne,13007,Marseille,7e
1456,Moreau,Sophie,1990-02-08,sophie.moreau@yahoo.fr,0729842410,14 Rue Paradis,13013,Marseille,2e
1457,Lambert,Emma,2003-07-10,emma.lambert@yahoo.fr,0667582676,187 Rue de la République,13005,Marseille,16e
1458,Garcia,Youssef,1991-01-23,youssef.garcia@gmail.com,0663856461,216 Rue Saint-Ferréol,13006,Marseille,1e
1459,Gonzalez,Sarah,1980-03-05,sarah.gonzalez@outlook.com,0798491498,81 Rue d'Aubagne,13007,Marseille,4e
1460,Martin,Marine,1992-11-12,marine.martin@yahoo.fr,0626643223,228 Boulevard National,13011,Marseille,1e
1461,Rossi,Karim,1949-02-05,karim.rossi@yahoo.fr,0785340012,26 Boulevard Baille,13003,Marseille,4e
1462,Rossi,Hugo,2002-09-17,hugo.rossi@yahoo.fr,0625678718,36 Rue Paradis,13010,Marseille,16e
1463,Dubois,Youssef,1958-05-24,youssef.dubois@yahoo.fr,0716806134,135 Rue de Rome,13016,Marseille,2e
1464,Rossi,Camille,1967-06-13,camille.rossi@gmail.com,0786794963,192 Rue de Rome,13009,Marseille,13e
1465,Martin,Julie,1995-09-14,julie.martin@gmail.com,0692616620,40 Rue Paradis,13013,Marseille,4e
1466,Rossi,Clara,1968-12-11,clara.rossi@yahoo.fr,0778655575,231 Boulevard National,13015,Marseille,14e
1467,Dubois,Clara,1962-11-09,clara.dubois@gmail.com,0787586824,111 Rue de Lodi,13001,Marseille,1e
1468,Garcia,Thomas,1946-05-25,thomas.garcia@gmail.com,0624441899,98 Boulevard National,13009,Marseille,11e
1469,Lefevre,Emma,1940-06-10,emma.lefevre@ville-marseille.fr,0683570170,206 Rue Paradis,13007,Marseille,14e
1470,Rossi,Julie,1957-05-27,julie.rossi@outlook.com,0702050898,226 Rue de Lodi,13009,Marseille,5e
1471,Martin,Julie,1994-08-11,julie.martin@gmail.com,0719797972,192 Avenue du Prado,13007,Marseille,9e
1472,Garcia,Karim,1953-09-17,karim.garcia@ville-marseille.fr,0780450735,69 Avenue du Prado,13007,Marseille,12e
1473,Lambert,Rachid,2002-01-07,rachid.lambert@ville-marseille.fr,0694059802,77 Rue de Rome,13001,Marseille,11e
1474,Martin,Marine,1955-02-15,marine.martin@outlook.com,0658925849,65 Rue de Lodi,13005,Marseille,2e
1475,Benali,Sophie,1957-02-25,sophie.benali@ville-marseille.fr,0774867595,40 Rue de la République,13008,Marseille,4e
1476,Petit,Clara,1967-09-13,clara.petit@outlook.com,0688295868,132 Rue Saint-Ferréol,13009,Marseille,6e
1477,Durand,Karim,1991-03-09,karim.durand@ville-marseille.fr,0658694276,41 Rue Paradis,13008,Marseille,6e
1478,Lefevre,Emma,1986-04-28,emma.lefevre@ville-marseille.fr,0729315181,26 Rue d'Aubagne,13007,Marseille,1e
1479,Ahmed,Hugo,1984-11-30,hugo.ahmed@yahoo.fr,0769890623,76 Boulevard Baille,13013,Marseille,12e
1480,Benali,Youssef,2005-01-13,youssef.benali@gmail.com,0623790065,57 Rue d'Aubagne,13004,Marseille,15e
1481,Fournier,Karim,2004-02-05,karim.fournier@ville-marseille.fr,0795417675,161 Rue d'Aubagne,13002,Marseille,9e
1482,Moreau,Antoine,1993-03-25,antoine.moreau@outlook.com,0781591579,20 Rue de Rome,13002,Marseille,15e
1483,Ahmed,Thomas,1992-02-16,thomas.ahmed@ville-marseille.fr,0684887638,95 Rue de Rome,13013,Marseille,6e
1484,Fournier,Sophie,1953-12-15,sophie.fournier@outlook.com,0696121905,176 Rue d'Aubagne,13013,Marseille,3e
1485,Ahmed,Nicolas,1989-01-21,nicolas.ahmed@outlook.com,0670669010,40 Rue de Rome,13013,Marseille,4e
1486,Gonzalez,Hugo,1951-11-02,hugo.gonzalez@outlook.com,0648649703,124 Boulevard Baille,13005,Marseille,13e
1487,Martin,Antoine,1977-09-29,antoine.martin@outlook.com,0757077312,84 Rue d'Aubagne,13014,Marseille,8e
1488,Durand,Marc,1968-12-19,marc.durand@gmail.com,0721879938,88 Rue de la République,13011,Marseille,15e
1489,Royer,Karim,1965-02-18,karim.royer@gmail.com,0641470123,12 Rue de Lodi,13012,Marseille,7e
1490,Fournier,Antoine,1944-05-31,antoine.fournier@yahoo.fr,0789109779,103 Rue de Rome,13015,Marseille,4e
1491,Ahmed,Hugo,1944-10-17,hugo.ahmed@ville-marseille.fr,0746794036,60 Rue de Lodi,13009,Marseille,12e
1492,Lefevre,Marine,1941-12-10,marine.lefevre@ville-marseille.fr,0678315975,111 Rue Paradis,13005,Marseille,11e
1493,Royer,Hugo,1954-05-15,hugo.royer@gmail.com,0783029158,233 Boulevard Baille,13015,Marseille,8e
1494,Royer,Camille,1999-05-19,camille.royer@outlook.com,0716518548,165 Boulevard Baille,13008,Marseille,8e
1495,Gonzalez,Julie,1978-10-31,julie.gonzalez@yahoo.fr,0774621595,7 Rue d'Aubagne,13007,Marseille,10e
1496,Petit,Sarah,1947-05-21,sarah.petit@gmail.com,0705022181,125 Rue de Lodi,13004,Marseille,14e
1497,Gonzalez,Rachid,1989-07-03,rachid.gonzalez@yahoo.fr,0776094837,166 Rue de Lodi,13004,Marseille,8e
1498,Lefevre,Hugo,1942-04-26,hugo.lefevre@outlook.com,0602650996,152 Boulevard Baille,13013,Marseille,10e
1499,Durand,Lea,1990-01-16,lea.durand@gmail.com,0766610256,107 Rue Saint-Ferréol,13015,Marseille,15e
1500,Lefevre,Julie,1955-08-08,julie.lefevre@yahoo.fr,0613768367,35 Boulevard Baille,13005,Marseille,8e
1501,Gonzalez,Camille,1941-06-13,camille.gonzalez@outlook.com,0746144092,122 Rue d'Aubagne,13003,Marseille,11e
1502,Moreau,Marc,1971-06-10,marc.moreau@ville-marseille.fr,0726018637,118 Rue de Lodi,13013,Marseille,12e
1503,Rossi,Youssef,1959-07-29,youssef.rossi@yahoo.fr,0627764149,146 Boulevard National,13013,Marseille,11e
1504,Martin,Thomas,1959-05-29,thomas.martin@yahoo.fr,0634448672,83 Rue de la République,13006,Marseille,11e
1505,Ahmed,Lea,1988-01-30,lea.ahmed@outlook.com,0614546157,147 Rue de la République,13010,Marseille,16e
1506,Gonzalez,Sarah,1957-10-05,sarah.gonzalez@ville-marseille.fr,0795312040,92 Avenue du Prado,13004,Marseille,9e
1507,Lefevre,Antoine,1961-11-16,antoine.lefevre@outlook.com,0685800187,127 Rue Saint-Ferréol,13014,Marseille,4e
1508,Durand,Julie,1967-12-29,julie.durand@gmail.com,0736786210,150 Avenue du Prado,13011,Marseille,3e
1509,Lambert,Emma,1989-03-17,emma.lambert@ville-marseille.fr,0764257068,141 Rue d'Aubagne,13004,Marseille,2e
1510,Dubois,Sophie,1978-05-19,sophie.dubois@yahoo.fr,0723060023,169 Rue Paradis,13008,Marseille,3e
1511,Dubois,Thomas,1985-01-20,thomas.dubois@yahoo.fr,0624114206,224 Boulevard National,13011,Marseille,1e
1512,Benali,Marine,1943-04-16,marine.benali@outlook.com,0616633822,81 Avenue du Prado,13009,Marseille,11e
1513,Fournier,Youssef,1952-04-04,youssef.fournier@outlook.com,0620562019,10 Rue de la République,13011,Marseille,8e
1514,Fournier,Thomas,1946-10-10,thomas.fournier@outlook.com,0691332528,195 Rue Paradis,13009,Marseille,10e
1515,Durand,Rachid,1959-04-05,rachid.durand@yahoo.fr,0723428644,63 Rue de Lodi,13011,Marseille,14e
1516,Rossi,Hugo,1940-06-12,hugo.rossi@outlook.com,0720953677,68 Rue de Rome,13014,Marseille,14e
1517,Lefevre,Julie,1999-05-19,julie.lefevre@outlook.com,0761526655,141 Boulevard National,13006,Marseille,16e
1518,Lefevre,Nicolas,1983-10-10,nicolas.lefevre@gmail.com,0764147533,246 Boulevard Baille,13012,Marseille,8e
1519,Fournier,Rachid,1992-03-06,rachid.fournier@ville-marseille.fr,0753538962,41 Rue de Lodi,13015,Marseille,9e
1520,Royer,Antoine,1962-05-31,antoine.royer@outlook.com,0715712763,75 Rue Paradis,13013,Marseille,16e
1521,Garcia,Julie,1964-05-08,julie.garcia@ville-marseille.fr,0690616824,241 Rue de Lodi,13014,Marseille,11e
1522,Gonzalez,Emma,1997-04-26,emma.gonzalez@gmail.com,0738116837,158 Rue de Rome,13003,Marseille,14e
1523,Martin,Nicolas,1961-12-19,nicolas.martin@ville-marseille.fr,0672014896,128 Rue Paradis,13016,Marseille,5e
1524,Ahmed,Emma,2003-11-03,emma.ahmed@outlook.com,0621463947,143 Boulevard Baille,13013,Marseille,9e
1525,Dubois,Rachid,1969-01-02,rachid.dubois@yahoo.fr,0763391729,72 Boulevard Baille,13006,Marseille,13e
1526,Martin,Sarah,1959-04-23,sarah.martin@outlook.com,0764971967,211 Rue de Lodi,13003,Marseille,4e
1527,Rossi,Sophie,2001-03-06,sophie.rossi@gmail.com,0616125901,58 Rue Paradis,13011,Marseille,8e
1528,Lambert,Rachid,2004-06-14,rachid.lambert@outlook.com,0634437673,146 Rue de Lodi,13002,Marseille,3e
1529,Ahmed,Karim,1949-01-02,karim.ahmed@gmail.com,0667930148,12 Rue de Rome,13009,Marseille,3e
1530,Durand,Nicolas,1975-12-05,nicolas.durand@gmail.com,0720288661,250 Rue de Lodi,13003,Marseille,1e
1531,Ahmed,Rachid,1942-12-16,rachid.ahmed@outlook.com,0634854842,225 Rue de la République,13008,Marseille,10e
1532,Moreau,Thomas,1968-08-22,thomas.moreau@gmail.com,0791386015,20 Rue Saint-Ferréol,13002,Marseille,16e
1533,Durand,Emma,2002-12-20,emma.durand@outlook.com,0694024702,203 Rue d'Aubagne,13004,Marseille,7e
1534,Lefevre,Nicolas,1948-04-03,nicolas.lefevre@yahoo.fr,0671936785,34 Rue de Rome,13015,Marseille,10e
1535,Rossi,Emma,1966-06-05,emma.rossi@gmail.com,0749161942,49 Avenue du Prado,13008,Marseille,3e
1536,Petit,Julie,1953-08-12,julie.petit@outlook.com,0653506962,90 Rue de Lodi,13002,Marseille,3e
1537,Durand,Rachid,1976-06-20,rachid.durand@yahoo.fr,0674102547,65 Boulevard National,13011,Marseille,6e
1538,Royer,Nicolas,1981-11-08,nicolas.royer@ville-marseille.fr,0789930051,139 Rue de Lodi,13012,Marseille,14e
1539,Rossi,Antoine,1980-07-01,antoine.rossi@yahoo.fr,0722717266,241 Rue Saint-Ferréol,13007,Marseille,12e
1540,Lambert,Youssef,1998-08-14,youssef.lambert@ville-marseille.fr,0670014413,104 Boulevard National,13001,Marseille,9e
1541,Fournier,Sophie,1973-12-01,sophie.fournier@gmail.com,0710066890,166 Rue Saint-Ferréol,13006,Marseille,9e
1542,Lambert,Karim,1948-12-30,karim.lambert@ville-marseille.fr,0723811522,35 Rue de Rome,13005,Marseille,1e
1543,Dubois,Julie,1989-07-16,julie.dubois@gmail.com,0775283599,47 Boulevard Baille,13005,Marseille,10e
1544,Martin,Sarah,1940-02-12,sarah.martin@gmail.com,0651135053,24 Rue de la République,13009,Marseille,15e
1545,Lambert,Antoine,1979-09-29,antoine.lambert@ville-marseille.fr,0715780978,43 Rue de Rome,13005,Marseille,1e
1546,Martin,Julie,1951-06-14,julie.martin@gmail.com,0753419528,5 Avenue du Prado,13001,Marseille,10e
1547,Petit,Clara,1963-07-25,clara.petit@yahoo.fr,0680218893,121 Rue de Rome,13014,Marseille,15e
1548,Rossi,Sophie,1959-12-01,sophie.rossi@ville-marseille.fr,0621397436,128 Rue de Rome,13001,Marseille,8e
1549,Garcia,Sophie,1969-10-11,sophie.garcia@yahoo.fr,0684290696,83 Boulevard National,13016,Marseille,12e
1550,Royer,Thomas,1966-09-27,thomas.royer@ville-marseille.fr,0606567337,229 Boulevard Baille,13014,Marseille,1e
1551,Garcia,Karim,1979-11-02,karim.garcia@ville-marseille.fr,0713681498,22 Rue Saint-Ferréol,13011,Marseille,5e
1552,Dubois,Thomas,1972-02-03,thomas.dubois@ville-marseille.fr,0799296444,163 Rue de la République,13009,Marseille,7e
1553,Lambert,Hugo,1984-10-03,hugo.lambert@outlook.com,0642348004,83 Rue de la République,13010,Marseille,6e
1554,Benali,Nicolas,2003-08-24,nicolas.benali@outlook.com,0791585574,79 Avenue du Prado,13011,Marseille,11e
1555,Rossi,Sophie,1955-08-15,sophie.rossi@yahoo.fr,0657033329,145 Rue Saint-Ferréol,13001,Marseille,6e
1556,Petit,Antoine,1993-10-22,antoine.petit@yahoo.fr,0686304029,92 Boulevard Baille,13008,Marseille,3e
1557,Rossi,Marine,1956-06-28,marine.rossi@gmail.com,0742922041,154 Avenue du Prado,13015,Marseille,6e
1558,Benali,Marine,1988-08-02,marine.benali@outlook.com,0769370632,232 Avenue du Prado,13012,Marseille,8e
1559,Lambert,Camille,1942-12-17,camille.lambert@yahoo.fr,0702206190,32 Rue Paradis,13006,Marseille,2e
1560,Gonzalez,Clara,1961-06-22,clara.gonzalez@ville-marseille.fr,0719000029,63 Rue Paradis,13012,Marseille,8e
1561,Rossi,Antoine,1948-12-02,antoine.rossi@yahoo.fr,0718559407,38 Boulevard Baille,13011,Marseille,13e
1562,Moreau,Youssef,1940-01-16,youssef.moreau@outlook.com,0667781456,204 Boulevard National,13007,Marseille,5e
1563,Benali,Sarah,2005-11-03,sarah.benali@gmail.com,0753911776,215 Rue Paradis,13015,Marseille,1e
1564,Royer,Marine,1978-05-26,marine.royer@ville-marseille.fr,0620928157,15 Boulevard National,13006,Marseille,16e
1565,Rossi,Thomas,1999-05-29,thomas.rossi@outlook.com,0616787067,205 Rue de la République,13005,Marseille,5e
1566,Moreau,Marine,1970-01-30,marine.moreau@gmail.com,0792126848,35 Boulevard Baille,13007,Marseille,16e
1567,Rossi,Camille,1959-10-18,camille.rossi@yahoo.fr,0600037539,22 Avenue du Prado,13010,Marseille,5e
1568,Fournier,Youssef,1961-10-29,youssef.fournier@yahoo.fr,0769327841,54 Boulevard Baille,13009,Marseille,14e
1569,Petit,Emma,1989-09-05,emma.petit@gmail.com,0738201140,206 Rue d'Aubagne,13014,Marseille,11e
1570,Lambert,Rachid,1971-09-05,rachid.lambert@outlook.com,0773512724,180 Rue Saint-Ferréol,13013,Marseille,10e
1571,Garcia,Antoine,1959-10-16,antoine.garcia@ville-marseille.fr,0764878496,126 Boulevard National,13013,Marseille,11e
1572,Dubois,Lea,1964-12-31,lea.dubois@yahoo.fr,0725069296,74 Boulevard National,13004,Marseille,1e
1573,Rossi,Antoine,1987-11-22,antoine.rossi@ville-marseille.fr,0676729350,220 Avenue du Prado,13005,Marseille,2e
1574,Gonzalez,Hugo,1959-05-02,hugo.gonzalez@outlook.com,0646502234,176 Rue de Lodi,13005,Marseille,3e
1575,Benali,Emma,1989-05-08,emma.benali@outlook.com,0718407033,74 Boulevard National,13016,Marseille,15e
1576,Durand,Youssef,1966-04-02,youssef.durand@ville-marseille.fr,0609451676,143 Boulevard Baille,13008,Marseille,7e
1577,Martin,Hugo,1975-06-23,hugo.martin@outlook.com,0611220084,105 Rue Paradis,13005,Marseille,14e
1578,Dubois,Karim,1974-10-13,karim.dubois@outlook.com,0779608289,198 Rue de Rome,13007,Marseille,7e
1579,Benali,Rachid,2004-12-06,rachid.benali@yahoo.fr,0794692085,22 Rue Paradis,13013,Marseille,1e
1580,Lefevre,Marine,1990-12-24,marine.lefevre@yahoo.fr,0693500115,30 Rue Paradis,13005,Marseille,9e
1581,Rossi,Sarah,1949-11-04,sarah.rossi@outlook.com,0644104043,89 Rue de Rome,13002,Marseille,2e
1582,Garcia,Nicolas,1976-05-23,nicolas.garcia@outlook.com,0738148374,229 Rue de Rome,13011,Marseille,3e
1583,Garcia,Hugo,1971-08-08,hugo.garcia@gmail.com,0785647177,13 Rue Paradis,13002,Marseille,1e
1584,Martin,Karim,1948-03-07,karim.martin@ville-marseille.fr,0671611586,10 Boulevard Baille,13015,Marseille,4e
1585,Lambert,Marine,1986-05-31,marine.lambert@ville-marseille.fr,0798332617,29 Avenue du Prado,13016,Marseille,13e
1586,Royer,Thomas,1968-10-13,thomas.royer@outlook.com,0758195657,86 Rue de Rome,13007,Marseille,12e
1587,Ahmed,Youssef,1973-02-27,youssef.ahmed@yahoo.fr,0666217758,94 Rue Paradis,13008,Marseille,6e
1588,Durand,Thomas,2001-02-14,thomas.durand@ville-marseille.fr,0603028532,139 Rue de Lodi,13014,Marseille,14e
1589,Dubois,Hugo,1982-12-21,hugo.dubois@yahoo.fr,0650252854,111 Rue de Rome,13008,Marseille,9e
1590,Durand,Marine,1961-05-26,marine.durand@gmail.com,0720738277,206 Rue de Rome,13015,Marseille,7e
1591,Benali,Emma,1950-05-27,emma.benali@yahoo.fr,0678630900,225 Rue de Rome,13010,Marseille,5e
1592,Durand,Hugo,1953-02-19,hugo.durand@outlook.com,0747305777,13 Boulevard Baille,13009,Marseille,5e
1593,Lambert,Clara,1995-07-15,clara.lambert@ville-marseille.fr,0796566764,240 Avenue du Prado,13016,Marseille,4e
1594,Gonzalez,Thomas,1994-09-02,thomas.gonzalez@yahoo.fr,0609522426,135 Rue Paradis,13007,Marseille,10e
1595,Moreau,Camille,1981-03-03,camille.moreau@gmail.com,0739070547,52 Boulevard Baille,13005,Marseille,3e
1596,Rossi,Julie,1944-06-28,julie.rossi@yahoo.fr,0610162600,86 Rue d'Aubagne,13004,Marseille,3e
1597,Dubois,Thomas,1976-01-02,thomas.dubois@yahoo.fr,0783354883,144 Rue Paradis,13009,Marseille,15e
1598,Benali,Camille,1948-01-03,camille.benali@ville-marseille.fr,0646386643,48 Avenue du Prado,13010,Marseille,13e
1599,Martin,Youssef,1958-08-18,youssef.martin@ville-marseille.fr,0728246854,242 Rue d'Aubagne,13005,Marseille,14e
1600,Royer,Lea,1984-09-06,lea.royer@outlook.com,0686014605,75 Rue de la République,13002,Marseille,2e
